name,name_cs
"Beans, Dry, Great Northern, 387 (0% moisture)","Fazole, suché, Great Northern, 387 (0% vlhkost)"
"Beans, Dry, Great Northern, 392 (0% moisture)","Fazole, suché, severní, 392 (vlhkost 0 %)"
"Beans, Dry, Great Northern, 396 (0% moisture)","Fazole, suché, severní, 396 (vlhkost 0 %)"
"Beans, Dry, Great Northern, 401 (0% moisture)","Fazole, suché, Great Northern, 401 (0% vlhkost)"
"Beans, Dry, Great Northern, 402 (0% moisture)","Fazole, suché, Great Northern, 402 (0% vlhkost)"
"Beans, Dry, Great Northern, 406 (0% moisture)","Fazole, suché, Great Northern, 406 (0% vlhkost)"
"Beans, Dry, Great Northern, 407 (0% moisture)","Fazole, suché, Great Northern, 407 (0% vlhkost)"
"Beans, Dry, Great Northern, 412 (0% moisture)","Fazole, suché, Great Northern, 412 (0% vlhkost)"
"Beans, Dry, Great Northern, 415 (0% moisture)","Fazole, suché, severní, 415 (vlhkost 0 %)"
"Beans, Dry, Great Northern, 418 (0% moisture)","Fazole, suché, Great Northern, 418 (0% vlhkost)"
"Beans, Dry, Great Northern, 423 (0% moisture)","Fazole, suché, Great Northern, 423 (0% vlhkost)"
"Beans, Dry, Great Northern, 429 (0% moisture)","Fazole, suché, severní, 429 (vlhkost 0 %)"
"Beans, Dry, Great Northern, 434 (0% moisture)","Fazole, suché, severní, 434 (vlhkost 0 %)"
"Beans, Dry, Great Northern, 438 (0% moisture)","Fazole, suché, Great Northern, 438 (0% vlhkost)"
"Beans, Dry, Great Northern, 441 (0% moisture)","Fazole, suché, severní, 441 (vlhkost 0 %)"
"Beans, Dry, Great Northern, 444 (0% moisture)","Fazole, suché, Great Northern, 444 (vlhkost 0 %)"
"Beans, Dry, Great Northern, 446 (0% moisture)","Fazole, suché, severní, 446 (vlhkost 0 %)"
"Beans, Dry, Great Northern, 447 (0% moisture)","Fazole, suché, severní, 447 (vlhkost 0 %)"
"Beans, Dry, Great Northern, 449 (0% moisture)","Fazole, suché, Great Northern, 449 (vlhkost 0 %)"
"Beans, Dry, Great Northern, 453 (0% moisture)","Fazole, suché, severní, 453 (vlhkost 0 %)"
"Beans, Dry, Great Northern, 457 (0% moisture)","Fazole, suché, severní, 457 (vlhkost 0 %)"
"Beans, Dry, Great Northern, 458 (0% moisture)","Fazole, suché, Great Northern, 458 (vlhkost 0 %)"
"Beans, Dry, Great Northern, 460 (0% moisture)","Fazole, suché, Great Northern, 460 (0% vlhkost)"
"Beans, Dry, Great Northern, 467 (0% moisture)","Fazole, suché, severní, 467 (vlhkost 0 %)"
"Beans, Dry, Great Northern, 474 (0% moisture)","Fazole, suché, Great Northern, 474 (vlhkost 0 %)"
"Beans, Dry, Great Northern, 485 (0% moisture)","Fazole, suché, Great Northern, 485 (0% vlhkost)"
"Beans, Dry, Great Northern, 495 (0% moisture)","Fazole, suché, Great Northern, 495 (0% vlhkost)"
"Beans, Dry, Great Northern, 501 (0% moisture)","Fazole, suché, Great Northern, 501 (0% vlhkost)"
"Beans, Dry, Great Northern, 507 (0% moisture)","Fazole, suché, Great Northern, 507 (0% vlhkost)"
"Beans, Dry, Great Northern, 514 (0% moisture)","Fazole, suché, Great Northern, 514 (0% vlhkost)"
"Beans, Dry, Great Northern, 518 (0% moisture)","Fazole, suché, Great Northern, 518 (0% vlhkost)"
"Beans, Dry, Great Northern, 519 (0% moisture)","Fazole, suché, severní, 519 (vlhkost 0 %)"
"Beans, Dry, Great Northern, 579 (0% moisture)","Fazole, suché, severní, 579 (vlhkost 0 %)"
"Beans, Dry, Great Northern, 581 (0% moisture)","Fazole, suché, Great Northern, 581 (0% vlhkost)"
"Beans, Dry, Great Northern, 594 (0% moisture)","Fazole, suché, Great Northern, 594 (vlhkost 0 %)"
"Beans, Dry, Great Northern, 616 (0% moisture)","Fazole, suché, severní, 616 (0% vlhkost)"
"Beans, Dry, Great Northern, 637 (0% moisture)","Fazole, suché, severní, 637 (vlhkost 0 %)"
"Beans, Dry, Great Northern, 638 (0% moisture)","Fazole, suché, Great Northern, 638 (0% vlhkost)"
"Beans, Dry, Great Northern, 644 (0% moisture)","Fazole, suché, severní, 644 (vlhkost 0 %)"
"Beans, Dry, Great Northern, 648 (0% moisture)","Fazole, suché, severní, 648 (vlhkost 0 %)"
"Beans, Dry, Great Northern, 651 (0% moisture)","Fazole, suché, severní, 651 (vlhkost 0 %)"
"Beans, Dry, Great Northern, 655 (0% moisture)","Fazole, suché, severní, 655 (vlhkost 0 %)"
"Beans, Dry, Great Northern, 656 (0% moisture)","Fazole, suché, severní, 656 (vlhkost 0 %)"
"Beans, Dry, Great Northern, 658 (0% moisture)","Fazole, suché, severní, 658 (vlhkost 0 %)"
"Beans, Dry, Great Northern, 662 (0% moisture)","Fazole, suché, severní, 662 (vlhkost 0 %)"
"Beans, Dry, Great Northern, 666 (0% moisture)","Fazole, suché, severní, 666 (vlhkost 0 %)"
"Beans, Dry, Great Northern, 672 (0% moisture)","Fazole, suché, severní, 672 (vlhkost 0 %)"
"Beans, Dry, Great Northern, 675 (0% moisture)","Fazole, suché, severní, 675 (vlhkost 0 %)"
"Beans, Dry, Great Northern, 680 (0% moisture)","Fazole, suché, Great Northern, 680 (0% vlhkost)"
"Beans, Dry, Great Northern, 683 (0% moisture)","Fazole, suché, severní, 683 (vlhkost 0 %)"
"Beans, Dry, Great Northern, 688 (0% moisture)","Fazole, suché, Great Northern, 688 (0% vlhkost)"
"Beans, Dry, Great Northern, 689 (0% moisture)","Fazole, suché, severní, 689 (vlhkost 0 %)"
"Beans, Dry, Great Northern, 693 (0% moisture)","Fazole, suché, severní, 693 (vlhkost 0 %)"
"Beans, Dry, Great Northern, 694 (0% moisture)","Fazole, suché, severní, 694 (vlhkost 0 %)"
"Beans, Dry, Great Northern, 697 (0% moisture)","Fazole, suché, severní, 697 (vlhkost 0 %)"
"Beans, Dry, Great Northern, 706 (0% moisture)","Fazole, suché, Great Northern, 706 (0% vlhkost)"
"Beans, Dry, Great Northern, 713 (0% moisture)","Fazole, suché, severní, 713 (vlhkost 0 %)"
"Beans, Dry, Great Northern, 716 (0% moisture)","Fazole, suché, severní, 716 (vlhkost 0 %)"
"Beans, Dry, Great Northern, 723 (0% moisture)","Fazole, suché, severní, 723 (vlhkost 0 %)"
"Beans, Dry, Great Northern, 726 (0% moisture)","Fazole, suché, Great Northern, 726 (0% vlhkost)"
"Beans, Dry, Great Northern, 730 (0% moisture)","Fazole, suché, severní, 730 (vlhkost 0 %)"
"Beans, Dry, Great Northern, 741 (0% moisture)","Fazole, suché, severní, 741 (vlhkost 0 %)"
"Beans, Dry, Great Northern, 742 (0% moisture)","Fazole, suché, Great Northern, 742 (0% vlhkost)"
"Beans, Dry, Great Northern, 748 (0% moisture)","Fazole, suché, Great Northern, 748 (0% vlhkost)"
"Beans, Dry, Great Northern, 762 (0% moisture)","Fazole, suché, severní, 762 (vlhkost 0 %)"
"Beans, Dry, Great Northern, 763 (0% moisture)","Fazole, suché, severní, 763 (vlhkost 0 %)"
"Beans, Dry, Great Northern, 766 (0% moisture)","Fazole, suché, Great Northern, 766 (0% vlhkost)"
"Beans, Dry, Great Northern, 768 (0% moisture)","Fazole, suché, Great Northern, 768 (vlhkost 0 %)"
"Beans, Dry, Great Northern, 777 (0% moisture)","Fazole, suché, severní, 777 (vlhkost 0 %)"
"Beans, Dry, Great Northern, 778 (0% moisture)","Fazole, suché, severní, 778 (vlhkost 0 %)"
"Beans, Dry, Great Northern, 780 (0% moisture)","Fazole, suché, Great Northern, 780 (0% vlhkost)"
"Beans, Dry, Great Northern, 788 (0% moisture)","Fazole, suché, Great Northern, 788 (0% vlhkost)"
"Beans, Dry, Great Northern, 789 (0% moisture)","Fazole, suché, Great Northern, 789 (vlhkost 0 %)"
"Beans, Dry, Great Northern, 790 (0% moisture)","Fazole, suché, severní, 790 (vlhkost 0 %)"
"Beans, Dry, Great Northern, 792 (0% moisture)","Fazole, suché, severní, 792 (vlhkost 0 %)"
"Beans, Dry, Great Northern, 800 (0% moisture)","Fazole, suché, Great Northern, 800 (0% vlhkost)"
"Beans, Dry, Great Northern, 818 (0% moisture)","Fazole, suché, Great Northern, 818 (0% vlhkost)"
"Beans, Dry, Great Northern, 822 (0% moisture)","Fazole, suché, Great Northern, 822 (0% vlhkost)"
"Beans, Dry, Great Northern, 824 (0% moisture)","Fazole, suché, Great Northern, 824 (0% vlhkost)"
"Beans, Dry, Great Northern, 826 (0% moisture)","Fazole, suché, Great Northern, 826 (0% vlhkost)"
"Beans, Dry, Great Northern, 827 (0% moisture)","Fazole, suché, Great Northern, 827 (0% vlhkost)"
"Beans, Dry, Great Northern, 828 (0% moisture)","Fazole, suché, Great Northern, 828 (0% vlhkost)"
"Beans, Dry, Light Red Kidney (0% moisture)","Fazole, suché, světle červené ledviny (0 % vlhkosti)"
"Beans, Dry, Light Red Kidney, 11F-8186 (0% moisture)","Fazole, suché, světle červené ledviny, 11F-8186 (0% vlhkost)"
"Beans, Dry, Light Tan (0% moisture)","Fazole, suché, světle hnědé (0 % vlhkosti)"
"Beans, Dry, Light Tan, 11F-8086 (0% moisture)","Fazole, suché, světle hnědé, 11F-8086 (0% vlhkost)"
"Beans, Dry, Light Tan, 11F-8174 (0% moisture)","Fazole, suché, světle hnědé, 11F-8174 (0% vlhkost)"
"Beans, Dry, Medium Red (0% moisture)","Fazole, suché, středně červené (0 % vlhkosti)"
"Beans, Dry, Medium Red, 490 (0% moisture)","Fazole, suché, středně červené, 490 (0% vlhkost)"
"Beans, Dry, Medium Red, 756 (0% moisture)","Fazole, suché, středně červené, 756 (0% vlhkost)"
"Beans, Dry, Navy (0% moisture)","Fazole, Suché, Navy (0 % vlhkosti)"
"Beans, Dry, Navy, 11F-8004 (0% moisture)","Fazole, Suché, Navy, 11F-8004 (0% vlhkost)"
"Beans, Dry, Navy, 11F-8007 (0% moisture)","Fazole, Suché, Navy, 11F-8007 (0% vlhkost)"
"Beans, Dry, Navy, 11F-8027 (0% moisture)","Fazole, Suché, Navy, 11F-8027 (0% vlhkost)"
"Beans, Dry, Navy, 11F-8028 (0% moisture)","Fazole, Suché, Navy, 11F-8028 (0% vlhkost)"
"Beans, Dry, Navy, 11F-8030 (0% moisture)","Fazole, Suché, Navy, 11F-8030 (0% vlhkost)"
"Beans, Dry, Navy, 11F-8043 (0% moisture)","Fazole, Suché, Navy, 11F-8043 (0% vlhkost)"
"Beans, Dry, Navy, 11F-8098 (0% moisture)","Fazole, Suché, Navy, 11F-8098 (0% vlhkost)"
"Beans, Dry, Navy, 11F-8107 (0% moisture)","Fazole, Suché, Navy, 11F-8107 (0% vlhkost)"
"Beans, Dry, Navy, 11F-8143 (0% moisture)","Fazole, Suché, Navy, 11F-8143 (0% vlhkost)"
"Beans, Dry, Navy, 11F-8162 (0% moisture)","Fazole, Suché, Navy, 11F-8162 (0% vlhkost)"
"Beans, Dry, Navy, 11F-8165 (0% moisture)","Fazole, Suché, Navy, 11F-8165 (0% vlhkost)"
"Beans, Dry, Navy, 11F-8179 (0% moisture)","Fazole, Suché, Navy, 11F-8179 (0% vlhkost)"
"Beans, Dry, Navy, 11F-8183 (0% moisture)","Fazole, Suché, Navy, 11F-8183 (0% vlhkost)"
"Beans, Dry, Navy, 11F-8195 (0% moisture)","Fazole, Suché, Navy, 11F-8195 (0% vlhkost)"
"Beans, Dry, Navy, 213 (0% moisture)","Fazole, Suché, Navy, 213 (0% vlhkost)"
"Beans, Dry, Navy, 216 (0% moisture)","Fazole, Suché, Navy, 216 (0% vlhkost)"
"Beans, Dry, Navy, 220 (0% moisture)","Fazole, Suché, Navy, 220 (0% vlhkost)"
"Beans, Dry, Navy, 226 (0% moisture)","Fazole, Suché, Navy, 226 (0% vlhkost)"
"Beans, Dry, Navy, 228 (0% moisture)","Fazole, Suché, Navy, 228 (0% vlhkost)"
"Beans, Dry, Navy, 229 (0% moisture)","Fazole, Suché, Navy, 229 (0% vlhkost)"
"Beans, Dry, Navy, 230 (0% moisture)","Fazole, suché, námořní, 230 (0% vlhkost)"
"Beans, Dry, Navy, 233 (0% moisture)","Fazole, Suché, Navy, 233 (0% vlhkost)"
"Beans, Dry, Navy, 234 (0% moisture)","Fazole, Suché, Navy, 234 (0% vlhkost)"
"Beans, Dry, Navy, 236 (0% moisture)","Fazole, Suché, Navy, 236 (0% vlhkost)"
"Beans, Dry, Navy, 237 (0% moisture)","Fazole, Suché, Navy, 237 (0% vlhkost)"
"Beans, Dry, Navy, 241 (0% moisture)","Fazole, Suché, Navy, 241 (0% vlhkost)"
"Beans, Dry, Navy, 242 (0% moisture)","Fazole, Suché, Navy, 242 (0% vlhkost)"
"Beans, Dry, Navy, 245 (0% moisture)","Fazole, suché, námořní, 245 (0% vlhkost)"
"Beans, Dry, Navy, 246 (0% moisture)","Fazole, Suché, Navy, 246 (0% vlhkost)"
"Beans, Dry, Navy, 252 (0% moisture)","Fazole, Suché, Navy, 252 (0% vlhkost)"
"Beans, Dry, Navy, 253 (0% moisture)","Fazole, Suché, Navy, 253 (0% vlhkost)"
"Beans, Dry, Navy, 255 (0% moisture)","Fazole, suché, Navy, 255 (0% vlhkost)"
"Beans, Dry, Navy, 256 (0% moisture)","Fazole, suché, námořní, 256 (0% vlhkost)"
"Beans, Dry, Navy, 257 (0% moisture)","Fazole, Suché, Navy, 257 (0% vlhkost)"
"Beans, Dry, Navy, 260 (0% moisture)","Fazole, suché, námořní, 260 (0% vlhkost)"
"Beans, Dry, Navy, 261 (0% moisture)","Fazole, Suché, Navy, 261 (0% vlhkost)"
"Beans, Dry, Navy, 262 (0% moisture)","Fazole, Suché, Navy, 262 (0% vlhkost)"
"Beans, Dry, Navy, 264 (0% moisture)","Fazole, suché, námořní, 264 (0% vlhkost)"
"Beans, Dry, Navy, 268 (0% moisture)","Fazole, suché, námořní, 268 (0% vlhkost)"
"Beans, Dry, Navy, 277 (0% moisture)","Fazole, suché, námořní, 277 (0% vlhkost)"
"Beans, Dry, Navy, 279 (0% moisture)","Fazole, Suché, Navy, 279 (0% vlhkost)"
"Beans, Dry, Navy, 280 (0% moisture)","Fazole, suché, Navy, 280 (0% vlhkost)"
"Beans, Dry, Navy, 281 (0% moisture)","Fazole, Suché, Navy, 281 (0% vlhkost)"
"Beans, Dry, Navy, 283 (0% moisture)","Fazole, Suché, Navy, 283 (0% vlhkost)"
"Beans, Dry, Navy, 284 (0% moisture)","Fazole, Suché, Navy, 284 (0% vlhkost)"
"Beans, Dry, Navy, 287 (0% moisture)","Fazole, Suché, Navy, 287 (0% vlhkost)"
"Beans, Dry, Navy, 289 (0% moisture)","Fazole, suché, námořní, 289 (0% vlhkost)"
"Beans, Dry, Navy, 290 (0% moisture)","Fazole, Suché, Navy, 290 (0% vlhkost)"
"Beans, Dry, Navy, 292 (0% moisture)","Fazole, Suché, Navy, 292 (0% vlhkost)"
"Beans, Dry, Navy, 294 (0% moisture)","Fazole, Suché, Navy, 294 (0% vlhkost)"
"Beans, Dry, Navy, 295 (0% moisture)","Fazole, Suché, Navy, 295 (0% vlhkost)"
"Beans, Dry, Navy, 299 (0% moisture)","Fazole, Suché, Navy, 299 (0% vlhkost)"
"Beans, Dry, Navy, 307 (0% moisture)","Fazole, Suché, Navy, 307 (0% vlhkost)"
"Beans, Dry, Navy, 308 (0% moisture)","Fazole, suché, námořní, 308 (0% vlhkost)"
"Beans, Dry, Navy, 311 (0% moisture)","Fazole, Suché, Navy, 311 (0% vlhkost)"
"Beans, Dry, Navy, 312 (0% moisture)","Fazole, Suché, Navy, 312 (0% vlhkost)"
"Beans, Dry, Navy, 313 (0% moisture)","Fazole, Suché, Navy, 313 (0% vlhkost)"
"Beans, Dry, Navy, 316 (0% moisture)","Fazole, suché, Navy, 316 (0% vlhkost)"
"Beans, Dry, Navy, 319 (0% moisture)","Fazole, Suché, Navy, 319 (0% vlhkost)"
"Beans, Dry, Navy, 320 (0% moisture)","Fazole, suché, námořní, 320 (0% vlhkost)"
"Beans, Dry, Navy, 386 (0% moisture)","Fazole, suché, Navy, 386 (0% vlhkost)"
"Beans, Dry, Navy, 422 (0% moisture)","Fazole, Suché, Navy, 422 (0% vlhkost)"
"Beans, Dry, Navy, 476 (0% moisture)","Fazole, Suché, Navy, 476 (0% vlhkost)"
"Beans, Dry, Navy, 521 (0% moisture)","Fazole, Suché, Navy, 521 (0% vlhkost)"
"Beans, Dry, Navy, 523 (0% moisture)","Fazole, Suché, Navy, 523 (0% vlhkost)"
"Beans, Dry, Navy, 524 (0% moisture)","Fazole, Suché, Navy, 524 (0% vlhkost)"
"Beans, Dry, Navy, 525 (0% moisture)","Fazole, Suché, Navy, 525 (0% vlhkost)"
"Beans, Dry, Navy, 530 (0% moisture)","Fazole, Suché, Navy, 530 (0% vlhkost)"
"Beans, Dry, Navy, 532 (0% moisture)","Fazole, Suché, Navy, 532 (0% vlhkost)"
"Beans, Dry, Navy, 535 (0% moisture)","Fazole, Suché, Navy, 535 (0% vlhkost)"
"Beans, Dry, Navy, 539 (0% moisture)","Fazole, Suché, Navy, 539 (0% vlhkost)"
"Beans, Dry, Navy, 541 (0% moisture)","Fazole, suché, námořní, 541 (0% vlhkost)"
"Beans, Dry, Navy, 543 (0% moisture)","Fazole, Suché, Navy, 543 (0% vlhkost)"
"Beans, Dry, Navy, 546 (0% moisture)","Fazole, Suché, Navy, 546 (0% vlhkost)"
"Beans, Dry, Navy, 548 (0% moisture)","Fazole, Suché, Navy, 548 (0% vlhkost)"
"Beans, Dry, Navy, 551 (0% moisture)","Fazole, suché, Navy, 551 (0% vlhkost)"
"Beans, Dry, Navy, 554 (0% moisture)","Fazole, Suché, Navy, 554 (0% vlhkost)"
"Beans, Dry, Navy, 555 (0% moisture)","Fazole, suché, Navy, 555 (0% vlhkost)"
"Beans, Dry, Navy, 556 (0% moisture)","Fazole, Suché, Navy, 556 (0% vlhkost)"
"Beans, Dry, Navy, 557 (0% moisture)","Fazole, Suché, Navy, 557 (0% vlhkost)"
"Beans, Dry, Navy, 558 (0% moisture)","Fazole, Suché, Navy, 558 (0% vlhkost)"
"Beans, Dry, Navy, 559 (0% moisture)","Fazole, suché, námořní, 559 (0% vlhkost)"
"Beans, Dry, Navy, 560 (0% moisture)","Fazole, suché, námořní, 560 (0% vlhkost)"
"Beans, Dry, Navy, 561 (0% moisture)","Fazole, Suché, Navy, 561 (0% vlhkost)"
"Beans, Dry, Navy, 565 (0% moisture)","Fazole, Suché, Navy, 565 (0% vlhkost)"
"Beans, Dry, Navy, 567 (0% moisture)","Fazole, Suché, Navy, 567 (0% vlhkost)"
"Beans, Dry, Navy, 568 (0% moisture)","Fazole, Suché, Navy, 568 (0% vlhkost)"
"Beans, Dry, Navy, 576 (0% moisture)","Fazole, suché, Navy, 576 (0% vlhkost)"
"Beans, Dry, Navy, 578 (0% moisture)","Fazole, Suché, Navy, 578 (0% vlhkost)"
"Beans, Dry, Navy, 582 (0% moisture)","Fazole, Suché, Navy, 582 (0% vlhkost)"
"Beans, Dry, Navy, 584 (0% moisture)","Fazole, suché, Navy, 584 (0% vlhkost)"
"Beans, Dry, Navy, 585 (0% moisture)","Fazole, Suché, Navy, 585 (0% vlhkost)"
"Beans, Dry, Navy, 586 (0% moisture)","Fazole, suché, Navy, 586 (0% vlhkost)"
"Beans, Dry, Navy, 587 (0% moisture)","Fazole, Suché, Navy, 587 (0% vlhkost)"
"Beans, Dry, Navy, 588 (0% moisture)","Fazole, Suché, Navy, 588 (0% vlhkost)"
"Beans, Dry, Navy, 589 (0% moisture)","Fazole, Suché, Navy, 589 (0% vlhkost)"
"Beans, Dry, Navy, 595 (0% moisture)","Fazole, suché, Navy, 595 (0% vlhkost)"
"Beans, Dry, Navy, 598 (0% moisture)","Fazole, Suché, Navy, 598 (0% vlhkost)"
"Beans, Dry, Navy, 599 (0% moisture)","Fazole, Suché, Navy, 599 (0% vlhkost)"
"Beans, Dry, Navy, 603 (0% moisture)","Fazole, Suché, Navy, 603 (0% vlhkost)"
"Beans, Dry, Navy, 605 (0% moisture)","Fazole, Suché, Navy, 605 (0% vlhkost)"
"Beans, Dry, Navy, 609 (0% moisture)","Fazole, Suché, Navy, 609 (0% vlhkost)"
"Beans, Dry, Navy, 612 (0% moisture)","Fazole, Suché, Navy, 612 (0% vlhkost)"
"Beans, Dry, Navy, 613 (0% moisture)","Fazole, Suché, Navy, 613 (0% vlhkost)"
"Beans, Dry, Navy, 614 (0% moisture)","Fazole, Suché, Navy, 614 (0% vlhkost)"
"Beans, Dry, Navy, 623 (0% moisture)","Fazole, Suché, Navy, 623 (0% vlhkost)"
"Beans, Dry, Navy, 626 (0% moisture)","Fazole, suché, Navy, 626 (0% vlhkost)"
"Beans, Dry, Navy, 627 (0% moisture)","Fazole, Suché, Navy, 627 (0% vlhkost)"
"Beans, Dry, Navy, 628 (0% moisture)","Fazole, Suché, Navy, 628 (0% vlhkost)"
"Beans, Dry, Navy, 719 (0% moisture)","Fazole, suché, námořní, 719 (0% vlhkost)"
"Beans, Dry, Navy, 721 (0% moisture)","Fazole, Suché, Navy, 721 (0% vlhkost)"
"Beans, Dry, Navy, 771 (0% moisture)","Fazole, suché, námořní, 771 (0% vlhkost)"
"Beans, Dry, Pink (0% moisture)","Fazole, suché, růžové (0 % vlhkosti)"
"Beans, Dry, Pink, 11F-8018 (0% moisture)","Fazole, suché, růžové, 11F-8018 (0% vlhkost)"
"Beans, Dry, Pink, 11F-8019 (0% moisture)","Fazole, suché, růžové, 11F-8019 (0% vlhkost)"
"Beans, Dry, Pink, 11F-8034 (0% moisture)","Fazole, suché, růžové, 11F-8034 (0% vlhkost)"
"Beans, Dry, Pink, 11F-8041 (0% moisture)","Fazole, suché, růžové, 11F-8041 (0% vlhkost)"
"Beans, Dry, Pink, 11F-8058 (0% moisture)","Fazole, suché, růžové, 11F-8058 (0% vlhkost)"
"Beans, Dry, Pink, 11F-8059 (0% moisture)","Fazole, suché, růžové, 11F-8059 (0% vlhkost)"
"Beans, Dry, Pink, 11F-8082 (0% moisture)","Fazole, suché, růžové, 11F-8082 (0% vlhkost)"
"Beans, Dry, Pink, 11F-8084 (0% moisture)","Fazole, suché, růžové, 11F-8084 (0% vlhkost)"
"Beans, Dry, Pink, 11F-8105 (0% moisture)","Fazole, suché, růžové, 11F-8105 (0% vlhkost)"
"Beans, Dry, Pink, 11F-8124 (0% moisture)","Fazole, suché, růžové, 11F-8124 (0% vlhkost)"
"Beans, Dry, Pink, 11F-8136 (0% moisture)","Fazole, suché, růžové, 11F-8136 (0% vlhkost)"
"Beans, Dry, Pink, 11F-8149 (0% moisture)","Fazole, suché, růžové, 11F-8149 (0% vlhkost)"
"Beans, Dry, Pink, 11F-8156 (0% moisture)","Fazole, suché, růžové, 11F-8156 (0% vlhkost)"
"Beans, Dry, Pink, 11F-8187 (0% moisture)","Fazole, suché, růžové, 11F-8187 (0% vlhkost)"
"Beans, Dry, Pink, 11F-8188 (0% moisture)","Fazole, suché, růžové, 11F-8188 (0% vlhkost)"
"Beans, Dry, Pink, 11F-8190 (0% moisture)","Fazole, suché, růžové, 11F-8190 (0% vlhkost)"
"Beans, Dry, Pink, 11F-8193 (0% moisture)","Fazole, suché, růžové, 11F-8193 (0% vlhkost)"
"Beans, Dry, Pink, 11F-8197 (0% moisture)","Fazole, suché, růžové, 11F-8197 (0% vlhkost)"
"Beans, Dry, Pink, 321 (0% moisture)","Fazole, suché, růžové, 321 (0% vlhkost)"
"Beans, Dry, Pink, 338 (0% moisture)","Fazole, suché, růžové, 338 (0% vlhkost)"
"Beans, Dry, Pink, 342 (0% moisture)","Fazole, suché, růžové, 342 (0% vlhkost)"
"Beans, Dry, Pink, 354 (0% moisture)","Fazole, suché, růžové, 354 (0% vlhkost)"
"Beans, Dry, Pink, 359 (0% moisture)","Fazole, suché, růžové, 359 (0% vlhkost)"
"Beans, Dry, Pink, 399 (0% moisture)","Fazole, suché, růžové, 399 (vlhkost 0 %)"
"Beans, Dry, Pink, 404 (0% moisture)","Fazole, suché, růžové, 404 (0% vlhkost)"
"Beans, Dry, Pink, 411 (0% moisture)","Fazole, suché, růžové, 411 (0% vlhkost)"
"Beans, Dry, Pink, 430 (0% moisture)","Fazole, suché, růžové, 430 (0% vlhkost)"
"Beans, Dry, Pink, 433 (0% moisture)","Fazole, suché, růžové, 433 (0% vlhkost)"
"Beans, Dry, Pink, 445 (0% moisture)","Fazole, suché, růžové, 445 (0% vlhkost)"
